IS_PRIMARY,PROGRAMNAME,PROGRAMURL,CATALOGNAME,LASTUPDATED,NAME,KEYWORDS,DESCRIPTION,SKU,MANUFACTURER,MANUFACTURERID,UPC,ISBN,CURRENCY,SALEPRICE,PRICE,PRODUCT_PRICE,RETAILPRICE,FROMPRICE,BUYURL,IMPRESSIONURL,IMAGEURL,ADVERTISERCATEGORY,THIRDPARTYID,THIRDPARTYCATEGORY,AUTHOR,ARTIST,TITLE,PUBLISHER,LABEL,FORMAT,SPECIAL,GIFT,PROMOTIONALTEXT,STARTDATE,ENDDATE,OFFLINE,ONLINE,INSTOCK,CONDITION,WARRANTY,STANDARDSHIPPINGCOST
2,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246620255,Signature Stretch Skinny Jeans,athletic-pants,With classic five-pocket styling; soft stretch and a faded wash; this pair of bebe skinny jeans is destined to become a wardrobe favorite. Balance this silhouette with a dressy top and a great pair of heels.,18311380620080,Bebe,18311380620080,,,USD,89,89,8900,,,http://www.kqzyfj.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fjeans%2Fbasics%2FSignature-Stretch-Skinny-Jeans%2Fpc%2F636%2Fc%2F225%2Fsc%2F683%2F13724.pro%3FproductVariantId%3D501440%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D18311380620080,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-183113-iie-i1?$Main$,Clothing . Clothing > Skinny . Clothing > Bottoms > Jeans . Clothing . Clothing > Bottoms > Pants . Clothing > Bottoms . Clothing . Clothing > All Clothing . Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246620255,Signature Stretch Bootcut Jeans,athletic-pants,For a lean and balanced silhouette try these bebe jeans on for size. With a slight break at the knee and classic five-pocket design; this pair is sure to be a go-to favorite.,18312100390080,Bebe,18312100390080,,,USD,89,89,8900,,,http://www.tkqlhce.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fjeans%2Fbasics%2FSignature-Stretch-Bootcut-Jeans%2Fpc%2F636%2Fc%2F225%2Fsc%2F683%2F13725.pro%3FproductVariantId%3D501501%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D18312100390080,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-183121-blk-i1?$Main$,Clothing . Clothing > Bottoms > Jeans . Clothing . Clothing > Bottoms > Pants . Clothing > Bottoms . Clothing . Clothing . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246620255,Isis Sequin Feather Dress,dresses,With high-gloss sequins and dramatic feather detail; this bebe dress has all the attention-stealing elements of a true show-stopping party dress. Style it with strappy sandals and a minaudiere to complete a stunning evening look.,18514607960054,Bebe,18514607960054,,,USD,198,198,19800,,,http://www.jdoqocy.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fdresses%2Fcocktail-evening%2FIsis-Sequin-Feather-Dress%2Fpc%2F636%2Fc%2F197%2Fsc%2F206%2F13789.pro%3FproductVariantId%3D869918%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D18514607960054,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-185146-w_s-i1?$Main$,Clothing > Dresses > Cocktail & Evening . Clothing > Dresses . Clothing . White Party . Dresses . Dresses . Clothing > All Clothing . Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.124662037,Seamed Capri,athletic-pants,Our classic BEBE SPORT capri pant is having a rainbow-hued moment. Featuring seamed detailing; a medium-weight stretch that holds you in and thick waistband detail. Made for high-impact activity from moisture-wicking fabrics.,18883094490020,Bebe,18883094490020,,,USD,39.99,39.99,3999,,,http://www.jdoqocy.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fbebe-sport%2Fbottoms%2FSeamed-Capri%2Fpc%2F636%2Fc%2F232%2Fsc%2F338%2F13935.pro%3FproductVariantId%3D504709%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D18883094490020,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-188830-yyw-i1?$Main$,Clothing . Clothing . Clothing . Clothing > All Clothing . Activewear,,,,,,,,,,,,,,,,yes,new,,4.95
2,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.124662037,Seamed Capri,athletic-pants,Our classic BEBE SPORT capri pant is having a rainbow-hued moment. Featuring seamed detailing; a medium-weight stretch that holds you in and thick waistband detail. Made for high-impact activity from moisture-wicking fabrics.,18883034060020,Bebe,18883034060020,,,USD,49,49,4900,,,http://www.kqzyfj.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fbebe-sport%2Fbottoms%2FSeamed-Capri%2Fpc%2F636%2Fc%2F232%2Fsc%2F338%2F13935.pro%3FproductVariantId%3D1003418%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D18883034060020,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-188830-dxd-i1?$Main$,Clothing . Clothing . Clothing . Clothing > All Clothing . Activewear,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246620486,Cutout Lace Bandage Dress,dresses,With a body-contouring bandage design; a hint of shine and super sexy V-neck lace top; this bebe dress is seriously sexy. Skirt is made from heavy duty fabric that stretches to hold you in. Top is crafted from a soft lightweight stretchy lace . Try it with a metallic heel and statement necklace to maximize your look.,19158383810020,Bebe,19158383810020,,,USD,129,129,12900,,,http://www.jdoqocy.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fdresses%2Fbodycon%2FCutout-Lace-Bandage-Dress%2Fpc%2F636%2Fc%2F197%2Fsc%2F204%2F14095.pro%3FproductVariantId%3D904336%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D19158383810020,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-191583-iop-i1?$Main$,Clothing > Dresses > Bodycon . Clothing > Dresses > Cocktail & Evening . Clothing > Dresses . Dresses . Dresses . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
2,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246620602,Cutout Lace Bandage Dress,dresses,With a body-contouring bandage design; a hint of shine and super sexy V-neck lace top; this bebe dress is seriously sexy. Skirt is made from heavy duty fabric that stretches to hold you in. Top is crafted from a soft lightweight stretchy lace . Try it with a metallic heel and statement necklace to maximize your look.,19158305480007,Bebe,19158305480007,,,USD,129,129,12900,,,http://www.jdoqocy.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fdresses%2Fbodycon%2FCutout-Lace-Bandage-Dress%2Fpc%2F636%2Fc%2F197%2Fsc%2F204%2F14095.pro%3FproductVariantId%3D936522%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D19158305480007,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-191583-b_n-i1?$Main$,Clothing > Dresses > Bodycon . Clothing > Dresses > Cocktail & Evening . Clothing > Dresses . Dresses . Dresses . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
2,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246620602,Cutout Lace Bandage Dress,dresses,With a body-contouring bandage design; a hint of shine and super sexy V-neck lace top; this bebe dress is seriously sexy. Skirt is made from heavy duty fabric that stretches to hold you in. Top is crafted from a soft lightweight stretchy lace . Try it with a metallic heel and statement necklace to maximize your look.,19158382510054,Bebe,19158382510054,,,USD,129,129,12900,,,http://www.anrdoezrs.net/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fdresses%2Fbodycon%2FCutout-Lace-Bandage-Dress%2Fpc%2F636%2Fc%2F197%2Fsc%2F204%2F14095.pro%3FproductVariantId%3D1019793%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D19158382510054,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-191583-tue-i1?$Main$,Clothing > Dresses > Bodycon . Clothing > Dresses > Cocktail & Evening . Clothing > Dresses . Dresses . Dresses . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246620718,Mesh Hi-Lo Ruffle Dress,dresses,With sheer mesh cutouts at sides and luxe sheer high low ruffle; this bebe dress is an ultra-chic take on new-season styles. Try it with a pair of embellished heels and a sparkling clutch for a night out on the town.,19807967390013,Bebe,19807967390013,,,USD,89.99,89.99,8999,,,http://www.tkqlhce.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fdresses%2Fcocktail-evening%2FMesh-Hi-Lo-Ruffle-Dress%2Fpc%2F636%2Fc%2F197%2Fsc%2F206%2F14590.pro%3FproductVariantId%3D949552%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D19807967390013,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-198079-phx-i1?$Main$,Clothing > Dresses > Cocktail & Evening . Clothing > Dresses . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
2,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246620718,Mesh Hi-Lo Ruffle Dress,dresses,With sheer mesh cutouts at sides and luxe sheer high low ruffle; this bebe dress is an ultra-chic take on new-season styles. Try it with a pair of embellished heels and a sparkling clutch for a night out on the town.,19807937570146,Bebe,19807937570146,,,USD,129,129,12900,,,http://www.tkqlhce.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fdresses%2Fcocktail-evening%2FMesh-Hi-Lo-Ruffle-Dress%2Fpc%2F636%2Fc%2F197%2Fsc%2F206%2F14590.pro%3FproductVariantId%3D1044736%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D19807937570146,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-198079-hib-i1?$Main$,Clothing > Dresses > Cocktail & Evening . Clothing > Dresses . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246620833,Knit Midi Skirt,athletic-pants,Sculpt a lean silhouette with this bebe pencil skirt; featuring a sexy midi cut; back slit and a flattering stretch. Try it with a stripe top and an ornate belt for an instant after-hours pop.,19912478920054,Bebe,19912478920054,,,USD,69,69,6900,,,http://www.tkqlhce.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fbottoms%2Fskirts%2FKnit-Midi-Skirt%2Fpc%2F636%2Fc%2F218%2Fsc%2F221%2F14726.pro%3FproductVariantId%3D944138%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D19912478920054,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-199124-uib-i1?$Main$,Clothing > Bottoms > Skirts . Clothing > Bottoms . Bottoms . Bottoms . Clothing > All Clothing . Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
2,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246620833,Knit Midi Skirt,athletic-pants,Sculpt a lean silhouette with this bebe pencil skirt; featuring a sexy midi cut; back slit and a flattering stretch. Try it with a stripe top and an ornate belt for an instant after-hours pop.,19912400390054,Bebe,19912400390054,,,USD,69,69,6900,,,http://www.anrdoezrs.net/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fbottoms%2Fskirts%2FKnit-Midi-Skirt%2Fpc%2F636%2Fc%2F218%2Fsc%2F221%2F14726.pro%3FproductVariantId%3D515093%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D19912400390054,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-199124-blk-i1?$Main$,Clothing > Bottoms > Skirts . Clothing > Bottoms . Bottoms . Bottoms . Clothing > All Clothing . Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
2,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246620949,Knit Midi Skirt,athletic-pants,Sculpt a lean silhouette with this bebe pencil skirt; featuring a sexy midi cut; back slit and a flattering stretch. Try it with a stripe top and an ornate belt for an instant after-hours pop.,19912403620054,Bebe,19912403620054,,,USD,69,69,6900,,,http://www.jdoqocy.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fbottoms%2Fskirts%2FKnit-Midi-Skirt%2Fpc%2F636%2Fc%2F218%2Fsc%2F221%2F14726.pro%3FproductVariantId%3D1041304%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D19912403620054,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-199124-lek-i1?$Main$,Clothing > Bottoms > Skirts . Clothing > Bottoms . Bottoms . Bottoms . Clothing > All Clothing . Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246621065,Wrap Belt Knit Jumpsuit,jumpsuits-apparel,With glossy faux leather detail at waist and neckline; this bebe jumpsuit is a sexy alternative to cocktail dressing. Features functional side pockets. Finish it with a minaudiere for an evening pop.,18495400390007,Bebe,18495400390007,,,USD,139,139,13900,,,http://www.dpbolvw.net/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fjumpsuits-rompers%2Fview-all%2FWrap-Belt-Knit-Jumpsuit%2Fpc%2F636%2Fc%2F208%2Fsc%2F209%2F16056.pro%3FproductVariantId%3D529808%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D18495400390007,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-184954-blk-i1?$Main$,Clothing > Jumpsuits & Rompers > View All . Clothing . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246621065,Princess Bandage Mini Skirt,athletic-pants,Give your bottoms a sexy new meaning with this shimmering bodycon bebe mini skirt; featuring a versatile bandage design that holds you. Try it with a high-low top and a pair of animal-printed sandals.,19019800390025,Bebe,19019800390025,,,USD,69,69,6900,,,http://www.dpbolvw.net/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fbottoms%2Fskirts%2FPrincess-Bandage-Mini-Skirt%2Fpc%2F636%2Fc%2F218%2Fsc%2F221%2F16169.pro%3FproductVariantId%3D531156%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D19019800390025,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-190198-blk-i1?$Main$,Clothing > Bottoms > Skirts . Clothing > Bottoms . Clothing . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
2,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246621181,Princess Bandage Mini Skirt,athletic-pants,Give your bottoms a sexy new meaning with this shimmering bodycon bebe mini skirt; featuring a versatile bandage design that holds you. Try it with a high-low top and a pair of animal-printed sandals.,19019838300025,Bebe,19019838300025,,,USD,69,69,6900,,,http://www.kqzyfj.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fbottoms%2Fskirts%2FPrincess-Bandage-Mini-Skirt%2Fpc%2F636%2Fc%2F218%2Fsc%2F221%2F16169.pro%3FproductVariantId%3D1017918%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D19019838300025,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-190198-ped-i1?$Main$,Clothing > Bottoms > Skirts . Clothing > Bottoms . Clothing . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
